#Province id 0 is ignored, hard coded.
0;0;0;0;;x;;;;;;;;;;;;;;;;;,
99;205;232;151;Melzar's Maze;,
100;156;220;133;Lumbridge Swamp;,
101;137;158;79;Tirannwn;,
102;135;158;78;Battlefield;,
103;200;231;148;Rimmington;,
104;210;233;155;Port Sarim;,
105;130;200;128;Emir's Arena;,
106;97;175;121;Citharede Abbey;,
107;86;167;119;Necromancer's Tower;,
108;111;130;64;Burthorpe;,
109;115;133;66;Isafdar;,
110;122;143;70;Hosidius;,
111;224;238;170;Port Sarim;,
112;89;105;51;Port Sarim Monastery;,
113;120;140;69;Observatory;,
114;98;115;56;Tower of Life;,
115;101;117;58;Port Tyras;,
116;108;125;62;Lletya;,
117;189;224;143;Feldip Hills;,
118;186;225;140;Glenstoor;,
119;184;222;142;Al Kharid;,
120;186;225;140;Kourend;,
121;188;223;139;Kourend Castle;,
122;189;224;143;Seers' Village;,
123;184;222;142;Gnome Stronghold;,
124;186;225;140;Gielinor;,
125;188;223;139;Kourend;,
126;185;223;137;Kourend Castle;,
127;184;222;142;Kourend Castle;,
128;189;224;143;Zanaris;,
129;186;225;140;Hemenster;,
130;188;223;139;Kourend Castle;,
131;90;105;52;Liedrith Island;,
132;189;224;143;Morytania;,
133;186;225;140;Kourend Castle;,
134;72;84;41;Port Khazard;,
135;72;84;41;Tree Gnome Village;,
136;225;238;173;Musa Point;,
137;61;71;35;Yanille;,
138;80;94;46;Fight Arena;,
139;159;223;134;Mudskipper Point;,
140;99;177;122;Giants' Plateau;,
141;231;241;183;Wizards' Tower;,
142;81;94;47;Port Tyras;,
143;221;237;166;Kalphite Cave;,
144;159;223;134;Tutorial Island;,
145;50;59;29;Castle Wars;,
146;63;74;36;Yanille;,
147;164;225;135;Shantay Pass;,
148;164;225;135;Kourend;,
149;164;225;135;Kourend Castle;,
150;68;79;39;Zul-Andra;,
151;185;228;141;Kalphite Lair;,
152;54;64;31;Yanille Chain;,
153;75;87;43;Zul-Andra;,
154;43;51;25;Yanille;,
155;61;71;35;Zul-Andra;,
156;223;237;169;Shipyard;,
157;41;48;24;Chompy Marsh;,
158;35;41;20;Kourend Castle;,
159;41;48;24;Gu'Tanoth;,
160;28;33;16;Gu'tanoth;,
161;35;41;20;Jiggig;,
162;191;229;144;Bedabin Camp;,
163;225;238;173;Desert Mining Camp;,
164;226;239;174;The Node;,
165;197;230;147;Pollnivneach;,
166;63;66;37;Feldip Hills;,
167;227;239;175;The Pandemonium;,
168;160;224;135;Bandit Camp;,
169;24;28;14;Isle of Souls;,
170;53;56;31;Corsair Cove;,
171;26;31;15;Kourend;
